,CreationDate,text
14,2008-08-03T00:37:03Z, p i work the same way karl does by keeping all of my sql scripts for creating and altering tables in a text file that i keep in source control in fact to avoid the problem of having to have a script examine the live database to determine what alters to run i usually work like this p ul li on the first version i place everything during testing into one sql script and treat all tables as a create this means i end up dropping and readding tables a lot during testing but that s not a big deal early into the project since i m usually hacking the data i m using at that point anyway li li on all subsequent versions i do two things i make a new text file to hold the upgrade sql scripts that contain just the alters for that version and i make the changes to the original create a fresh database script as well this way an upgrade just runs the upgrade script but if we have to recreate the db we don t need to run scripts to get there li li depending on how i m deploying the db changes i ll also usually put a version table in the db that holds the version of the db then rather than make any human decisions about which scripts to run whatever code i have running the create upgrade scripts uses the version to determine what to run li ul p the one thing this will not do is help if part of what you re moving from test to production is data but if you want to manage structure and not pay for a nice but expensive db management package is really not very difficult i ve also found it s a pretty good way of keeping mental track of your db p 
15,2008-08-03T01:38:02Z, p i agree that scripting everything is the best way to go and is what i advocate at work you should script everything from db and object creation to populating your lookup tables p p anything you do in ui only won t translate especially for changes not so much for first deployments and will end up requiring a tools like what redgate offers p 
16,2008-08-03T11:41:38Z, p with the built in stuff you can t as using or will replace the revision and build numbers with a coded date timestamp which is usually also a good way p p for more info see the a href http msdn microsoft com en us library c shex vs aspx assembly linker a documentation in the v tag p p as for automatically incrementing numbers use the assemblyinfo task p p a href http code msdn microsoft com assemblyinfotaskvers assemblyinfo task a p p this can be configured to automatically increment the build number p p there are gotchas p ol li each of the numbers in the version string is limited to this is a windows limitation and unlikely to get fixed ul li a href http blogs msdn com msbuild archive why are build numbers limited to aspx why are build numbers limited to a li ul li li using with with subversion requires a small change ul li a href http www andrewconnell com blog archive aspx using msbuild to generate assembly version info at build time including subversion fix a li ul li ol p retrieving the version number is then quite easy p pre code version v assembly getexecutingassembly getname version string about string format cultureinfo invariantculture yourapp version r v major v minor v build v revision code pre hr p and to clarify in net or at least in c the build is actually the third number not the fourth one as some people for example delphi developers who are used to major minor release build might expect p p in net it s major minor build revision p 
17,2008-08-03T18:46:33Z, p what source control system are you using p p almost all of them have some form of id tag that gets expanded when the file is checked in p p i usually use some form of hackery to display this as the version number p p the other alternative is use to use the date as the build number p 
18,2008-08-03T20:45:27Z, p i m partway to my solution with this entry on msdn don t know how i couldn t find it before p p user machine hive br subkeys and values entered under this hive will be installed under the hkey_current_user hive when a user chooses just me or the hkey_users hive or when a user chooses everyone during installation p p a href http msdn microsoft com en us library x kd c vs aspx rel nofollow registry editor a p 
19,2008-08-03T20:48:47Z, p first yes this is something that belongs in the application for the exact reson you specified what happens after new user profiles are created sure if you re using a domain it s possible to have some stuff put in the registry on creation but this is not really a use case the application should check if there are seetings and use the default settings if not p p that being said it is possible to change other users keys through the hkey_users hive p p i have no experience with the visual studio setup project so here is a bit of totally unrelated vbscript code that might just give you an idea where to look p pre code const hkey_users amp h br strcomputer br set objreg getobject winmgmts impersonationlevel impersonate amp strcomputer amp root default stdregprov br strkeypath br objreg enumkey hkey_users strkeypath arrsubkeys br strkeypath software microsoft windows currentversion wintrust trust providers software publishing br for each subkey in arrsubkeys br objreg setdwordvalue hkey_users subkey amp strkeypath state br next br code pre p code courtesy of a href http jritmeijer spaces live com blog cns a a fb a entry rel nofollow jeroen ritmeijer a p 
20,2008-08-03T21:17:33Z, p i m guessing that because you want to set it for all users that you re on some kind of shared computer which is probably running under a domain p p strong here be dragons strong p p let s say joe and jane regularly log onto the computer then they will each have registries p p you ll then install your app and the installer will employ giant hacks and disgusting things to set items under hkcu for them p p then bob will come along and log on he and other people have accounts in the domain and so can do this he s never used this computer before so he has no registry the first time he logs in windows creates him one but he won t have your setting p p your app then falls over or behaves incorrectly and bob complains loudly about those crappy products from raynixon incorporated p p the correct answer is to just have some default settings in your app which can write them to the registry if it doesn t find them it s general good practice that your app should never depend on the registry and should create things as needed for any registry entry not just hkcu anyway p 
21,2008-08-03T22:34:06Z, p despite what the a href http msdn microsoft com en us library x kd c vs aspx rel nofollow msdn article a says about user machine hive it doesn t write to hkey_users rather it writes to hkcu if you select just me and hklm if you select everyone p p so my solution is going to be to use the user machine hive and then in the application it checks if the registry entries are in hkcu and if not copies them from hklm i know this probably isn t the most ideal way of doing it but it has the least amount of changes p 
22,2008-08-04T01:07:14Z, p very roughly and from memory since i don t have code on this laptop p pre code using oledbconnection conn new oledbconnection conn connectionstring whatever connection string using oledbcommand cmd new oledbcommand cmd connection conn cmd commandtext select from cooltable using oledbdatareader dr cmd executereader while dr read do something like console writeline dr column name as string code pre 
23,2008-08-04T01:31:31Z, p goyuix that s excellent for something written from memory tested it here found the connection wasn t opened otherwise very nice p pre code using system data oledb using oledbconnection conn new oledbconnection conn connectionstring provider sqloledb data source yourservername yourinstance initial catalog databasename integrated security sspi using oledbcommand cmd new oledbcommand conn open cmd connection conn cmd commandtext select from yourtable using oledbdatareader dr cmd executereader while dr read console writeline dr columnname code pre 
24,2008-08-04T04:45:05Z, p that s definitely a good way to do it but you if you happen to be using a database that supports linq to sql it can be a lot more fun it can look something like this p pre code mydb db new mydb data source br var q from db mytable br select c br foreach var c in q br console writeline c myfield tostring br code pre 
25,2008-08-04T05:59:53Z, p you can use this program a href http technet microsoft com en us sysinternals bb aspx rel nofollow handle a to find which process has the lock on your file it s a command line tool so i guess you use the output from that i m not sure about finding it programmatically p p if deleting the file can wait you could specify it for deletion when your computer next starts up p ol li p start code regedt w k code or code regedit wxp code and navigate to p pre code hkey_local_machine system currentcontrolset control session manager code pre li li p w k and wxp p ul li p strong w k strong br edit br add value br data type code reg_multi_sz code br value name code pendingfilerenameoperations code br kbd ok kbd p li li p strong wxp strong br edit br new br multi string value br kbd enter kbd br code pendingfilerenameoperations code p li ul li li p in the data area enter code filename code to be deleted lfns may be entered without being embedded in quotes to delete code c long directory name long file name exe code enter the following data p pre code c long directory name long file name exe code pre p then press kbd ok kbd p li li p the destination file name is a null zero string it is entered as follows p ul li p strong w k strong br edit br binary br select data format hex br click at the end of the hex string br enter four zeros br kbd ok kbd p li li p strong wxp strong br right click the value br choose modify binary data br click at the end of the hex string br enter four zeros br kbd ok kbd p li ul li li p close code regedt regedit code and reboot to delete the file p li ol p sup shamelessly stolen from a href http www pcreview co uk forums thread php rel nofollow some random forum a for posterity s sake sup p 
26,2008-08-04T06:01:52Z, p killing other processes is not a healthy thing to do if your scenario involves something like uninstallation you could use the a href http msdn microsoft com en us library aa vs aspx strong code movefileex code strong api function a to mark the file for deletion upon next reboot p p if it appears that you really need to delete a file in use by another process i d recommend re considering the actual problem before considering any solutions p 
27,2008-08-04T06:12:11Z, p if you want to do it programatically i m not sure and i d really recommend against it if you re just troubleshooting stuff on your own machine a href http technet microsoft com en us sysinternals bb aspx sysinternals process explorer a can help you p p run it use the find handle command i think it s either in the find or handle menu and search for the name of your file once the handle s is found you can forcibly close them p p you can then delete the file and so on p p strong beware strong doing this may cause the program which owns the handles to behave strangely as you ve just pulled the proverbial rug out from under it but it works well when you are debugging your own errant code or when visual studio windows explorer is being crap and not releasing file handles even though you told them to close the file ages ago sigh p 
28,2008-08-04T06:14:42Z, p oh one big hack i employed years ago is that windows won t let you em delete em files but it does let you em move em them p p pseudo sort of code p pre code mv windir system mfc dll windir system mfc dll old install new mfc dll tell user to save work and restart applications code pre p when the applications restarted note we didn t need to reboot the machine they loaded the new code mfc dll code and all was well that coupled with code pendingfileoperations code to delete the old one the next time the whole system restarted worked pretty well p 
29,2008-08-04T06:15:30Z, p the typical method is as follows you ve said you want to do this in c so here goes p ol li if you don t know which process has the file locked you ll need to examine each process s handle list and query each handle to determine if it identifies the locked file doing this in c will likely require p invoke or an intermediary c cli to call the native apis you ll need li li once you ve figured out which process es have the file locked you ll need to safely inject a small native dll into the process you can also inject a managed dll but this is messier as you then have to start or attach to the net runtime li li that bootstrap dll then closes the handle using closehandle etc li ol p essentially the way to unlock a locked file is to inject a dll into the offending process s address space and close it yourself you can do this using native or managed code no matter what you re going to need a small amount of native code or at least p invoke into the same p p helpful links p ul li a href http www codeproject com kb threads winspy aspx http www codeproject com kb threads winspy aspx a li li a href http damianblog com net code injection http damianblog com net code injection a li ul p good luck p 
30,2008-08-04T08:04:41Z, p rex i suspect a good place to start looking is solutions that strong compress the viewstate strong they re grabbing viewstate on the server before it s sent down to the client and gzipping it that s exactly where you want to be p ul li a href http www hanselman com blog commentview guid febce e c e af d c d b e c aspx scott hanselman on viewstate compression a li li a href http www bloggingdeveloper com post how to compress viewstate in aspnet viewstate compression with systemiocompression aspx viewstate compression with system io compression a li ul 
31,2008-08-04T08:21:07Z, p yes you are right to lock at the vsz p p code ps u code will give you the vsz and rss which are the virtual memory size and resident set size the rss is how much physical memory has been allocated to the process and the vsz is the virtual memory size of the process if you have several copies of a program running a lot of the memory in the vsz will be shared between those processes p 
32,2008-08-04T09:04:17Z, p see this a href http aspguy wordpress com reducing the page size by storing viewstate on server rel nofollow blog post a where the author describes a method for overriding the default behavior for generating the viewstate and instead shows how to save it on the server session object p blockquote p in asp net viewstate is saved by a descendant of pagestatepersister class this class is an abstract class for saving and loading viewsstate and there are two implemented descendants of this class in net framework named hiddenfieldpagestatepersister and sessionpagestatepersister by default hiddenfieldpagestatepersister is used to save load viewstate information but we can easily get the sessionpagestatepersister to work and save viewstate in session object p blockquote p although i did not test his code it seems to show exactly what you want a way to gain access to viewstate code while still on the server before postback p 
33,2008-08-04T11:41:37Z, p i am currently manually doing it through a prebuild exec task using my a href http www stum de various tools cmdtools rel nofollow cmdnetsvnrev a tool but if someone knows a better ccnet integrated way of doing it i d be happy to hear p 
34,2008-08-04T11:51:59Z, p i found a href http code google com p svnrevisionlabeller rel nofollow this a project on google code this is code ccnet code plugin to generate the label in code ccnet code p p the code dll code is tested with code ccnet code but it works with code ccnet code for me i m successfully using this plugin to label my build p p now onto passing it to code msbuild code p 
35,2008-08-04T11:56:42Z, p you have basically two options either you write a simple script that will start and parse output from p p strong svn exe info revision head strong p p to obtain revision number then generating assemblyinfo cs is pretty much straight forward or just use plugin for ccnet here it is p blockquote p strong svn revision labeller strong is a plugin for cruisecontrol net that allows you to generate cruisecontrol labels for your builds based upon the revision number of your subversion working copy this can be customised with a prefix and or major minor version numbers p p a href http code google com p svnrevisionlabeller rel nofollow http code google com p svnrevisionlabeller a p blockquote p i prefer the first option because it s only roughly lines of code p pre code using system using system diagnostics namespace svnrevisionnumberparsersample class program static void main process p process start new processstartinfo filename c program files sliksvn bin svn exe path to your svn exe useshellexecute false redirectstandardoutput true arguments info revision head workingdirectory c myproject path to your svn working copy command svn exe info revision head will produce a few lines of output p waitforexit our line starts with revision while p standardoutput endofstream string line p standardoutput readline if line startswith revision string revision line substring revision length console writeline revision show revision number on screen break console read code pre 
36,2008-08-04T12:03:03Z, p if you prefer doing it on the code msbuild code side over the code ccnet code config looks like the code msbuild code community tasks extension s a href http msbuildtasks tigris org rel nofollow code svnversion code a task might do the trick p 
37,2008-08-04T12:28:03Z, p the trick to that is to use url rewriting so that strong name domain com strong transparently maps to something like strong domain com users name strong on your server once you start down that path it s fairly trivial to implement p 
38,2008-08-04T12:32:24Z, p strong don t worry about dns and url rewriting strong p p your dns record will be static something like p pre code yourdomain com a br code pre p ask your dns provider to do it for you if it s not done already or do it by yourself if you have control over your dns records this will automatically point all your subdomains current and future ones into the same http server p p once it s done you will only need to parse host header on every single http request to detect what hostname was used to access your server side scripts on your http server p p assuming you re using asp net this is kind of silly example i came up with but works and demonstrates simplicity of this approach p pre code lt gt br lt gt br code pre 
39,2008-08-04T13:22:31Z, blockquote p strong customizing csproj files to autogenerate assemblyinfo cs strong br a href http www codeproject com kb dotnet customizing_csproj_files aspx rel nofollow http www codeproject com kb dotnet customizing_csproj_files aspx a p p every time we create a new c project visual studio puts there the assemblyinfo cs file for us the file defines the assembly meta data like its version configuration or producer p blockquote p found the above technique to auto gen assemblyinfo cs using msbuild will post sample shortly p 
40,2008-08-04T13:39:39Z, p the way we do this is to have a catch all for our domain name registered in dns so that anything ourdomain com will point to our server p p with apache you can set up a similar catch all for your vhosts the servername must be a single static name but the serveralias directive can contain a pattern p pre code servername www ourdomain com serveralias ourdomain com code pre p now all of the domains will trigger the vhost for our project the final part is to decode the domain name actually used so that you can work out the username in your code something like php p pre code list username explode _server http_host code pre p or a rewriterule as already suggested that silently maps user ourdomain com foo bar to www ourdomain com foo bar user user or whatever you prefer p 
41,2008-08-04T13:43:54Z, p i have written a nant build file that handles parsing svn information and creating properties i then use those property values for a variety of build tasks including setting the label on the build i use this target combined with the svn revision labeller mentioned by lubos hasko with great results p pre code lt gt br lt gt br lt gt br lt gt br lt gt br lt gt br lt gt br br lt gt br br lt gt br lt gt br br lt gt br lt gt br br lt gt br lt gt br br lt gt br lt gt br br lt gt br lt gt br lt gt br lt gt br lt gt br code pre 
42,2008-08-04T15:12:37Z, p in my opinion it is more a question of personal preference nant is a great framework and msbuild is almost as capable with the ability to easily develop custom tasks in both frameworks you can accomplish almost anything that you need to do p p i cannot answer the still supported portion of your questions but i would say if you are already comfortable with nant then it s probably viable if you or someone in your group is familiar with msbuild then that is a fine way to go as well p 
43,2008-08-04T15:37:31Z, p honestly it depends on what fits in to your environment better if you are using a lot of non microsoft tools nunit ccnet ncover you will probably find better support with nant alternatively if you are using mstest tfsbuild you will probably find msbuild a better environment i would learn both and use which every fits more smoothly with your environment p 
44,2008-08-04T15:52:42Z, p if you ve already got a bunch of custom tasks you use with nant stick with it you don t gain much with msbuild that said there doesn t seem to be anything that nant can do that msbuild can t at its core both can call external tools both can run net based custom tasks and both have a bunch of community tasks out there p p we re using msbuild here for the same reason you are it s the default build system for vs now and we didn t have any nant specific stuff to worry about p p the a href http msbuildtasks tigris org rel nofollow msbuildcommunitytasks a are a good third party task base to start with and covers most of the custom stuff i ever did in nant including vss and subversion support p 
45,2008-08-04T16:38:03Z, p not sure how credible a href http www builderau com au program windows soa getting started with windows server core edition htm this source is a but p blockquote p the windows server core edition can p ul li p run the file server role p li li p run the hyper v virtualization server role p li li p run the directory services role p li li p run the dhcp server role p li li p run the iis web server role p li li p run the dns server role p li li p run active directory lightweight directory services p li li p run the print server role p li ul p the windows server core edition cannot p ul li p run a sql server p li li p run an exchange server p li li p run internet explorer p li li p run windows explorer p li li p host a remote desktop session p li li p run mmc snap in consoles locally p li ul blockquote 
46,2008-08-04T17:38:59Z, p using smo dmo it isn t too difficult to generate a script of your schema data is a little more fun but still doable p p in general i take script it approach but you might want to consider something along these lines p ul li distinguish between development and staging such that you can develop with a subset of data this i would create a tool to simply pull down some production data or generate fake data where security is concerned li li for team development each change to the database will have to be coordinated amongst your team members schema and data changes can be intermingled but a single script should enable a given feature once all your features are ready you bundle these up in a single sql file and run that against a restore of production li li once your staging has cleared acceptance you run the single sql file again on the production machine li ul p i have used the red gate tools and they are strong great strong tools but if you can t afford it building the tools and working this way isn t too far from the ideal p 
47,2008-08-04T18:00:50Z, p like rob allen i use sql compare data compare by redgate i also use the database publishing wizard by microsoft i also have a console app i wrote in c that takes a sql script and runs it on a server this way you can run large scripts with go commands in it from a command line or in a batch script p p i use microsoft sqlserver batchparser dll and microsoft sqlserver connectioninfo dll libraries in the console application p 
48,2008-08-04T19:51:49Z, p some time ago i wrote a quick and dirty exe that would update the version s in an assemblyinfo cs vb i also have used rxfind exe a simple and powerful regex based search replace tool to do the update from a command line as part of the build process a couple of other helpfule hints p ol li separate the assemblyinfo into product parts company name version etc and assembly specific parts assembly name etc see a href http blog darrenstokes com ease versioning multiple assemblies by splitting up assemblyinfo rel nofollow here a li li also i use subversion so i found it helpful to set the build number to subversion revision number thereby making it really easy to always get back to the codebase that generated the assembly e g was built from revision li ol 
49,2008-08-04T21:46:01Z, p it is possible to skip the step of creating the empty database you can create the new database as part of the restore process p p this is actually the easiest and best way i know of to clone a database you can eliminate errors by scripting the backup and restore process rather than running it through the sql server management studio p p there are two other options you could explore p ol li detach the database copy the mdf file and re attach li li use sql server integration services ssis to copy all the objects over li ol p i suggest sticking with backup and restore and automating if necessary p 
50,2008-08-04T21:54:18Z, p you can not do this programatically in a safe way that is without creating a new table p p what enterprise manager does when you commit a reordering is to create a new table move the data and then delete the old table and rename the new table to the existing name p p if you want your columns in a particular order grouping without altering their physical order you can create a view which can be whatever you desire p 
51,2008-08-04T22:00:53Z, p when management studio does it it s creating a temporary table copying everything across dropping your original table and renaming the temporary table there s no simple equivalent t sql statement p p if you don t fancy doing that you could always create a view of the table with the columns in the order you d like and use that p p edit beaten p 
52,2008-08-04T22:18:05Z, p here s a dynamic sql script i ve used in the past it can be further modified but it will give you the basics i prefer scripting it to avoid the mistakes you can make using the management studio p pre code br declare olddb varchar br declare newdb varchar br declare vchbackuppath varchar br declare query varchar br br br test code to implement br select olddb pubs br select newdb pubs br select vchbackuppath dbserver c program files microsoft sql server mssql mssql backup pubs bak br br br set nocount on br br select query create database newdb br exec query br br select query br declare vbakpath varchar br declare oldmdfname varchar br declare oldldfname varchar br declare newmdfpath varchar br declare newldfpath varchar br declare restquery varchar br br select vbakpath vchbackuppath br select oldldfname name from olddb dbo sysfiles where filename like ldf br select oldmdfname name from olddb dbo sysfiles where filename like mdf br select newmdfpath physical_name from newdb sys database_files where type_desc rows br select newldfpath physical_name from newdb sys database_files where type_desc log br br select restquery restore database newdb br from disk n vbakpath br with move n oldmdfname br to n newmdfpath br move n oldldfname br to n newldfpath br nounload replace stats br br exec restquery br print restquery br br br exec query br br br br br br code pre 
53,2008-08-04T22:52:31Z, p if you are quite happy with msbuild then i would stick with msbuild this may be one of those cases where the tool you learn first is the one you will prefer i started with nant and can t quite get used to msbuild i m sure they will both be around for quite some time p p there are some fundamental differences between the two probably best highlighted by a href http forums msdn microsoft com en us msbuild thread a ea d c d f c b f this conversation between some nant fans and a microsoftie a p p interestingly a href http codebetter com blogs jeremy miller default aspx jeremy miller a asked the exact opposite question a href http codebetter com blogs jeremy miller archive is there a good reason to switch to msbuild aspx on his blog a last year p 
54,2008-08-05T00:57:48Z, p i like a href http www mbunit com rel nofollow mbunit a er a href http www gallio org rel nofollow gallio a most importantly to me is having good tools support inside visual studio for that i use a href http www jetbrains com resharper index html rel nofollow resharper a which has an a href http code google com p mbunit resharper rel nofollow mbunit test runner a a lot of folks seem to like a href http www testdriven net overview aspx rel nofollow testdriven net a as their test runner as well p 
55,2008-08-05T01:07:50Z, p the exact definitions of vsize rss rprvt rshrd and other obscure looking abbreviations vary from os to os the manual pages for the top and ps commands will have some sort of description but all such descriptions are simplified greatly or are based on long extinct kernel implementations process size as a concept is fiendishly difficult to pin down in the general case answers in specific instances depend heavily on the actual memory management implementation in the os and are rarely as satisfying as the tidy process size concept that exists in the minds of most users and most developers p p for example none of those numbers nor likely any combination of them can be used to tell you exactly how many such processes can run at once in a given amount of free memory but really your best bet is to come at it from that end why do you want this number and what will you use it for given that information i think you ll get more useful answers p 
56,2008-08-05T01:11:30Z, p the strong publish to provider strong functionality has worked great for me see a href http weblogs asp net scottgu archive recipe deploying a sql database to a remote hosting environment part aspx rel nofollow scott gu s blog entry a p p if you need something really robust look at redgate software s tools a href http www red gate com rel nofollow here a if you are doing much sql at all these are worth the p 
57,2008-08-05T01:31:16Z, p backup and restore is the most straight forward way i know you have to be careful between servers as security credentials don t come with the restored database p 
58,2008-08-05T01:32:34Z, p sounds like you might like a href http git or cz rel nofollow git a there s a google talk a href http www youtube com watch v xpnkhjaok rel nofollow explaining all about it a p 
59,2008-08-05T01:44:13Z, p its probably not exactly what your looking for but you may be able to implement os level clustering p 
60,2008-08-05T02:07:50Z, p i like a href http www testdriven net overview aspx rel nofollow testdriven net a even though i use resharper and i m pretty happy with a href http www codeplex com xunit rel nofollow xunit net a it uses facts instead of tests which many people dislike but i like the difference in terminology it s useful to think of a collection of automatically provable facts about your software and see which ones you violate when you make a change p p be aware that a href http blogs msdn com buckh archive orcas unit testing to be available in visual studio professional aspx rel nofollow visual studio professional and above now comes with integrated unit testing a it used to be available only with the team system editions and may be suitable for your needs p 
61,2008-08-05T02:15:24Z, p there are so many it s crazy crazy good i guess p ul li for the conservative types me a href http www nunit org strong nunit strong a is still available and still more than capable li li for the microsoft types a href http msdn microsoft com en us vstudio default aspx strong mstest strong a is adequate but slow and clunky compared to nunit it also lacks code coverage without paying the big bucks for the pricey versions of visual studio li li there s also a href http www mbunit com about aspx strong mbunit strong a it s like nunit but has nifty features like rowtest run the same test with different parameters and rollback put the database back like you found it after a test li li and finally a href http www codeplex com xunit strong xunit net strong a is the trendy option with some attitude li li oh and a href http testdriven net strong testdriven net strong a will give you ide integration for both nunit and mbunit li ul p i m sure they re all just fine i d steer away from mstest though unless you just enjoy the convenience of having everything in one ide out of the box p p a href http www hanselminutes com default aspx showid scott hanselman a has a podcast on this very topic p 
62,2008-08-05T06:43:30Z, p when i wrote my first trigger it was in perl because that was the language used in the example i found but the last triggers i wrote where in python because i m more comfortable with that p p i think programmer comfort is my main reason to choose python but i think perl is still better supported p 
63,2008-08-05T08:22:05Z, p this is more or less the perfect use case for a href http svk bestpractical com view homepage rel nofollow svk a svk is a command line front end for subversion that works with an entire local copy of the repository so your commits updates etc work on the local repository and you can then sync with a master i would generally recommend svk over plain subversion anyway as it makes a lot of things nicer no svn folders better branching and merging better conflict resolution p 
64,2008-08-05T08:29:13Z, p one way of deciding whether or not to use nested classes is to think whether or not this class plays a supporting role or it s own part p p if it exists solely for the purpose of helping another class then i generally make it a nested class there are a whole load of caveats to that some of which seem contradictory but it all comes down to experience and gut feeling p 
65,2008-08-05T08:37:19Z, p sounds like a case where you could use the a href http en wikipedia org wiki strategy_pattern rel nofollow strategy pattern a p 
66,2008-08-05T10:07:51Z, p i enabled compression following similar articles to those posted above the key to accessing the viewstate before the application sends it was overriding this method p pre code protected override void savepagestatetopersistencemedium object viewstate br code pre p you can call the base method within this override and then add whatever additional logic you require to handle the viewstate p 
